accuracy,balanced_accuracy,precision,recall,f1,file,encode,model
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,i_c_v_p.npy,True,svm
0.8611111111111112,0.8214285714285714,0.6666666666666666,0.75,0.7058823529411765,o_n_x_-.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,i_n_-_t.npy,True,svm
0.7222222222222222,0.4642857142857143,0.0,0.0,0.0,i_n_v_-.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,o_n_-_t.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,o_c_v_t.npy,True,svm
0.75,0.6160714285714286,0.42857142857142855,0.375,0.39999999999999997,i_c_x_-.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,i_c_x_s.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,i_c_v_t.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,o_c_-_s.npy,True,svm
0.8611111111111112,0.8660714285714286,0.6363636363636364,0.875,0.7368421052631579,o_c_-_-.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,i_n_-_-.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,o_n_v_p.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,i_n_-_p.npy,True,svm
0.75,0.48214285714285715,0.0,0.0,0.0,i_c_v_-.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,o_n_v_t.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,o_n_x_p.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,o_n_x_s.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,i_c_-_s.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,i_c_v_s.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,i_c_x_p.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,o_c_-_p.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,o_c_v_s.npy,True,svm
0.8333333333333334,0.8035714285714286,0.6,0.75,0.6666666666666665,o_c_v_-.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,i_n_v_t.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,i_c_-_t.npy,True,svm
0.4166666666666667,0.5803571428571428,0.25925925925925924,0.875,0.39999999999999997,o_n_-_-.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,i_n_v_s.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,o_n_-_s.npy,True,svm
